dataset	labelset	labelset_rank	label	iri
Whole Mouse Brain Taxonomy	cluster	0	2473 PMv-TMv Pitx2 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2473
Whole Mouse Brain Taxonomy	cluster	0	2476 PH-an Pitx2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2476
Whole Mouse Brain Taxonomy	cluster	0	2475 PH-an Pitx2 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2475
Whole Mouse Brain Taxonomy	cluster	0	2478 PH-an Pitx2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2478
Whole Mouse Brain Taxonomy	cluster	0	2477 PH-an Pitx2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2477
Whole Mouse Brain Taxonomy	cluster	0	2470 PMv-TMv Pitx2 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2470
Whole Mouse Brain Taxonomy	cluster	0	2479 PH-an Pitx2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2479
Whole Mouse Brain Taxonomy	cluster	0	2483 PH Pitx2 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2483
Whole Mouse Brain Taxonomy	cluster	0	2482 PH Pitx2 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2482
Whole Mouse Brain Taxonomy	cluster	0	2485 PH Pitx2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2485
Whole Mouse Brain Taxonomy	cluster	0	2484 PH Pitx2 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2484
Whole Mouse Brain Taxonomy	cluster	0	2487 PH Pitx2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2487
Whole Mouse Brain Taxonomy	cluster	0	2486 PH Pitx2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2486
Whole Mouse Brain Taxonomy	cluster	0	2489 PH Pitx2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2489
Whole Mouse Brain Taxonomy	cluster	0	2488 PH Pitx2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2488
Whole Mouse Brain Taxonomy	cluster	0	2481 PH Pitx2 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2481
Whole Mouse Brain Taxonomy	cluster	0	2480 PH-an Pitx2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2480
Whole Mouse Brain Taxonomy	cluster	0	2494 PH Pitx2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2494
Whole Mouse Brain Taxonomy	cluster	0	2493 PH Pitx2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2493
Whole Mouse Brain Taxonomy	cluster	0	2496 PH Pitx2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2496
Whole Mouse Brain Taxonomy	cluster	0	2495 PH Pitx2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2495
Whole Mouse Brain Taxonomy	cluster	0	2498 PH-LHA Foxb1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2498
Whole Mouse Brain Taxonomy	cluster	0	2497 PH Pitx2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2497
Whole Mouse Brain Taxonomy	cluster	0	2499 PH-LHA Foxb1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2499
Whole Mouse Brain Taxonomy	cluster	0	2490 PH Pitx2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2490
Whole Mouse Brain Taxonomy	cluster	0	2492 PH Pitx2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2492
Whole Mouse Brain Taxonomy	cluster	0	2491 PH Pitx2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2491
Whole Mouse Brain Taxonomy	cluster	0	2500 PH-LHA Foxb1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2500
Whole Mouse Brain Taxonomy	cluster	0	2509 PH-LHA Foxb1 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2509
Whole Mouse Brain Taxonomy	cluster	0	2502 PH-LHA Foxb1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2502
Whole Mouse Brain Taxonomy	cluster	0	2501 PH-LHA Foxb1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2501
Whole Mouse Brain Taxonomy	cluster	0	2504 PH-LHA Foxb1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2504
Whole Mouse Brain Taxonomy	cluster	0	2503 PH-LHA Foxb1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2503
Whole Mouse Brain Taxonomy	cluster	0	2506 PH-LHA Foxb1 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2506
Whole Mouse Brain Taxonomy	cluster	0	2505 PH-LHA Foxb1 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2505
Whole Mouse Brain Taxonomy	cluster	0	2508 PH-LHA Foxb1 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2508
Whole Mouse Brain Taxonomy	cluster	0	2507 PH-LHA Foxb1 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2507
Whole Mouse Brain Taxonomy	cluster	0	2511 PH-LHA Foxb1 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2511
Whole Mouse Brain Taxonomy	cluster	0	2510 PH-LHA Foxb1 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2510
Whole Mouse Brain Taxonomy	cluster	0	2513 PH-LHA Foxb1 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2513
Whole Mouse Brain Taxonomy	cluster	0	2512 PH-LHA Foxb1 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2512
Whole Mouse Brain Taxonomy	cluster	0	2515 PH-LHA Foxb1 Glut_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2515
Whole Mouse Brain Taxonomy	cluster	0	2514 PH-LHA Foxb1 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2514
Whole Mouse Brain Taxonomy	cluster	0	2517 PH-LHA Foxb1 Glut_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2517
Whole Mouse Brain Taxonomy	cluster	0	2516 PH-LHA Foxb1 Glut_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2516
Whole Mouse Brain Taxonomy	cluster	0	2519 PH-LHA Foxb1 Glut_6	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2519
Whole Mouse Brain Taxonomy	cluster	0	2518 PH-LHA Foxb1 Glut_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2518
Whole Mouse Brain Taxonomy	cluster	0	2520 PH-LHA Foxb1 Glut_7	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2520
Whole Mouse Brain Taxonomy	cluster	0	2522 PMd-LHA Foxb1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2522
Whole Mouse Brain Taxonomy	cluster	0	2521 PH-LHA Foxb1 Glut_7	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2521
Whole Mouse Brain Taxonomy	cluster	0	2524 PMd-LHA Foxb1 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2524
Whole Mouse Brain Taxonomy	cluster	0	2523 PMd-LHA Foxb1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2523
Whole Mouse Brain Taxonomy	cluster	0	2526 PMd-LHA Foxb1 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2526
Whole Mouse Brain Taxonomy	cluster	0	2525 PMd-LHA Foxb1 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2525
Whole Mouse Brain Taxonomy	cluster	0	2528 PMd-LHA Foxb1 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2528
Whole Mouse Brain Taxonomy	cluster	0	2527 PMd-LHA Foxb1 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2527
Whole Mouse Brain Taxonomy	cluster	0	2529 PMd-LHA Foxb1 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2529
Whole Mouse Brain Taxonomy	cluster	0	2531 PMd-LHA Foxb1 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2531
Whole Mouse Brain Taxonomy	cluster	0	2530 PMd-LHA Foxb1 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2530
Whole Mouse Brain Taxonomy	cluster	0	2533 PMd-LHA Foxb1 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2533
Whole Mouse Brain Taxonomy	cluster	0	2532 PMd-LHA Foxb1 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2532
Whole Mouse Brain Taxonomy	cluster	0	2535 PMd-LHA Foxb1 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2535
Whole Mouse Brain Taxonomy	cluster	0	2534 PMd-LHA Foxb1 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2534
Whole Mouse Brain Taxonomy	cluster	0	2537 PH-SUM Foxa1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2537
Whole Mouse Brain Taxonomy	cluster	0	2536 PH-SUM Foxa1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2536
Whole Mouse Brain Taxonomy	cluster	0	2539 PH-SUM Foxa1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2539
Whole Mouse Brain Taxonomy	cluster	0	2538 PH-SUM Foxa1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2538
Whole Mouse Brain Taxonomy	cluster	0	2540 PH-SUM Foxa1 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2540
Whole Mouse Brain Taxonomy	cluster	0	2542 PH-SUM Foxa1 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2542
Whole Mouse Brain Taxonomy	cluster	0	2541 PH-SUM Foxa1 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2541
Whole Mouse Brain Taxonomy	cluster	0	2544 PH-SUM Foxa1 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2544
Whole Mouse Brain Taxonomy	cluster	0	2543 PH-SUM Foxa1 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2543
Whole Mouse Brain Taxonomy	cluster	0	2546 PH-SUM Foxa1 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2546
Whole Mouse Brain Taxonomy	cluster	0	2545 PH-SUM Foxa1 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2545
Whole Mouse Brain Taxonomy	cluster	0	2548 PH-SUM Foxa1 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2548
Whole Mouse Brain Taxonomy	cluster	0	2547 PH-SUM Foxa1 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2547
Whole Mouse Brain Taxonomy	cluster	0	2549 PH-SUM Foxa1 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2549
Whole Mouse Brain Taxonomy	cluster	0	2551 PH-SUM Foxa1 Glut_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2551
Whole Mouse Brain Taxonomy	cluster	0	2550 PH-SUM Foxa1 Glut_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2550
Whole Mouse Brain Taxonomy	cluster	0	2553 PH-SUM Foxa1 Glut_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2553
Whole Mouse Brain Taxonomy	cluster	0	2552 PH-SUM Foxa1 Glut_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2552
Whole Mouse Brain Taxonomy	cluster	0	2555 PH-SUM Foxa1 Glut_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2555
Whole Mouse Brain Taxonomy	cluster	0	2554 PH-SUM Foxa1 Glut_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2554
Whole Mouse Brain Taxonomy	cluster	0	2557 PH-SUM Foxa1 Glut_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2557
Whole Mouse Brain Taxonomy	cluster	0	2556 PH-SUM Foxa1 Glut_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2556
Whole Mouse Brain Taxonomy	cluster	0	2559 PH-SUM Foxa1 Glut_6	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2559
Whole Mouse Brain Taxonomy	cluster	0	2558 PH-SUM Foxa1 Glut_6	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2558
Whole Mouse Brain Taxonomy	cluster	0	2560 PH-SUM Foxa1 Glut_6	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2560
Whole Mouse Brain Taxonomy	cluster	0	2562 PH-SUM Foxa1 Glut_6	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2562
Whole Mouse Brain Taxonomy	cluster	0	2561 PH-SUM Foxa1 Glut_6	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2561
Whole Mouse Brain Taxonomy	cluster	0	2564 HY Gnrh1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2564
Whole Mouse Brain Taxonomy	cluster	0	2563 PH-SUM Foxa1 Glut_6	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2563
Whole Mouse Brain Taxonomy	cluster	0	2566 MM-ant Foxb1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2566
Whole Mouse Brain Taxonomy	cluster	0	2565 MM-ant Foxb1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2565
Whole Mouse Brain Taxonomy	cluster	0	2568 MM-ant Foxb1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2568
Whole Mouse Brain Taxonomy	cluster	0	2567 MM-ant Foxb1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2567
Whole Mouse Brain Taxonomy	cluster	0	2569 MM-ant Foxb1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2569
Whole Mouse Brain Taxonomy	cluster	0	2571 MM Foxb1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2571
Whole Mouse Brain Taxonomy	cluster	0	2570 MM-ant Foxb1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2570
Whole Mouse Brain Taxonomy	cluster	0	2573 MM Foxb1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2573
Whole Mouse Brain Taxonomy	cluster	0	2572 MM Foxb1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2572
Whole Mouse Brain Taxonomy	cluster	0	2575 MM Foxb1 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2575
Whole Mouse Brain Taxonomy	cluster	0	2574 MM Foxb1 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2574
Whole Mouse Brain Taxonomy	cluster	0	2577 MM Foxb1 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2577
Whole Mouse Brain Taxonomy	cluster	0	2576 MM Foxb1 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2576
Whole Mouse Brain Taxonomy	cluster	0	2579 MH Tac2 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2579
Whole Mouse Brain Taxonomy	cluster	0	2578 MH Tac2 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2578
Whole Mouse Brain Taxonomy	cluster	0	2582 MH Tac2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2582
Whole Mouse Brain Taxonomy	cluster	0	2581 MH Tac2 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2581
Whole Mouse Brain Taxonomy	cluster	0	2584 MH Tac2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2584
Whole Mouse Brain Taxonomy	cluster	0	2583 MH Tac2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2583
Whole Mouse Brain Taxonomy	cluster	0	2586 MH Tac2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2586
Whole Mouse Brain Taxonomy	cluster	0	2585 MH Tac2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2585
Whole Mouse Brain Taxonomy	cluster	0	2588 MH Tac2 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2588
Whole Mouse Brain Taxonomy	cluster	0	2587 MH Tac2 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2587
Whole Mouse Brain Taxonomy	cluster	0	2580 MH Tac2 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2580
Whole Mouse Brain Taxonomy	cluster	0	2589 MH Tac2 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2589
Whole Mouse Brain Taxonomy	cluster	0	2593 MH Tac2 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2593
Whole Mouse Brain Taxonomy	cluster	0	2592 MH Tac2 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2592
Whole Mouse Brain Taxonomy	cluster	0	2595 MH Tac2 Glut_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2595
Whole Mouse Brain Taxonomy	cluster	0	2594 MH Tac2 Glut_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2594
Whole Mouse Brain Taxonomy	cluster	0	2597 MH Tac2 Glut_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2597
Whole Mouse Brain Taxonomy	cluster	0	2596 MH Tac2 Glut_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2596
Whole Mouse Brain Taxonomy	cluster	0	2599 LH Pou4f1 Sox1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2599
Whole Mouse Brain Taxonomy	cluster	0	2598 MH Tac2 Glut_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2598
Whole Mouse Brain Taxonomy	cluster	0	2591 MH Tac2 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2591
Whole Mouse Brain Taxonomy	cluster	0	2590 MH Tac2 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_2590
Whole Mouse Brain Taxonomy	cluster	0	5003 RPA Pax6 Hoxb5 Gly-Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5003
Whole Mouse Brain Taxonomy	cluster	0	5004 RPA Pax6 Hoxb5 Gly-Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5004
Whole Mouse Brain Taxonomy	cluster	0	5001 CBN Dmbx1 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5001
Whole Mouse Brain Taxonomy	cluster	0	5002 RPA Pax6 Hoxb5 Gly-Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5002
Whole Mouse Brain Taxonomy	cluster	0	5007 RPA Pax6 Hoxb5 Gly-Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5007
Whole Mouse Brain Taxonomy	cluster	0	5008 RPA Pax6 Hoxb5 Gly-Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5008
Whole Mouse Brain Taxonomy	cluster	0	5005 RPA Pax6 Hoxb5 Gly-Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5005
Whole Mouse Brain Taxonomy	cluster	0	5006 RPA Pax6 Hoxb5 Gly-Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5006
Whole Mouse Brain Taxonomy	cluster	0	5000 CBN Dmbx1 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5000
Whole Mouse Brain Taxonomy	cluster	0	5009 CU-ECU Pax2 Gly-Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5009
Whole Mouse Brain Taxonomy	cluster	0	5014 PRP Gata3 Slc6a5 Gly-Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5014
Whole Mouse Brain Taxonomy	cluster	0	5015 PRP Gata3 Slc6a5 Gly-Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5015
Whole Mouse Brain Taxonomy	cluster	0	5012 PRP Gata3 Slc6a5 Gly-Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5012
Whole Mouse Brain Taxonomy	cluster	0	5013 PRP Gata3 Slc6a5 Gly-Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5013
Whole Mouse Brain Taxonomy	cluster	0	5018 PARN-MDRNd-NTS Gbx2 Gly-Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5018
Whole Mouse Brain Taxonomy	cluster	0	5019 PARN-MDRNd-NTS Gbx2 Gly-Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5019
Whole Mouse Brain Taxonomy	cluster	0	5016 MARN-PPY Ngfr Gly-Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5016
Whole Mouse Brain Taxonomy	cluster	0	5017 MARN-PPY Ngfr Gly-Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5017
Whole Mouse Brain Taxonomy	cluster	0	5010 PRP Gata3 Slc6a5 Gly-Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5010
Whole Mouse Brain Taxonomy	cluster	0	5011 PRP Gata3 Slc6a5 Gly-Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5011
Whole Mouse Brain Taxonomy	cluster	0	5025 PARN-MDRNd-NTS Gbx2 Gly-Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5025
Whole Mouse Brain Taxonomy	cluster	0	5026 PARN-MDRNd-NTS Gbx2 Gly-Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5026
Whole Mouse Brain Taxonomy	cluster	0	5023 PARN-MDRNd-NTS Gbx2 Gly-Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5023
Whole Mouse Brain Taxonomy	cluster	0	5024 PARN-MDRNd-NTS Gbx2 Gly-Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5024
Whole Mouse Brain Taxonomy	cluster	0	5029 PARN-MDRNd-NTS Gbx2 Gly-Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5029
Whole Mouse Brain Taxonomy	cluster	0	5027 PARN-MDRNd-NTS Gbx2 Gly-Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5027
Whole Mouse Brain Taxonomy	cluster	0	5028 PARN-MDRNd-NTS Gbx2 Gly-Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5028
Whole Mouse Brain Taxonomy	cluster	0	5021 PARN-MDRNd-NTS Gbx2 Gly-Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5021
Whole Mouse Brain Taxonomy	cluster	0	5022 PARN-MDRNd-NTS Gbx2 Gly-Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5022
Whole Mouse Brain Taxonomy	cluster	0	5020 PARN-MDRNd-NTS Gbx2 Gly-Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5020
Whole Mouse Brain Taxonomy	cluster	0	5036 PARN-MDRNd-NTS Gbx2 Gly-Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5036
Whole Mouse Brain Taxonomy	cluster	0	5037 PARN-MDRNd-NTS Gbx2 Gly-Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5037
Whole Mouse Brain Taxonomy	cluster	0	5034 PARN-MDRNd-NTS Gbx2 Gly-Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5034
Whole Mouse Brain Taxonomy	cluster	0	5035 PARN-MDRNd-NTS Gbx2 Gly-Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5035
Whole Mouse Brain Taxonomy	cluster	0	5038 PARN-MDRNd-NTS Gbx2 Gly-Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5038
Whole Mouse Brain Taxonomy	cluster	0	5039 PARN-MDRNd-NTS Gbx2 Gly-Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5039
Whole Mouse Brain Taxonomy	cluster	0	5032 PARN-MDRNd-NTS Gbx2 Gly-Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5032
Whole Mouse Brain Taxonomy	cluster	0	5033 PARN-MDRNd-NTS Gbx2 Gly-Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5033
Whole Mouse Brain Taxonomy	cluster	0	5030 PARN-MDRNd-NTS Gbx2 Gly-Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5030
Whole Mouse Brain Taxonomy	cluster	0	5031 PARN-MDRNd-NTS Gbx2 Gly-Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5031
Whole Mouse Brain Taxonomy	cluster	0	5047 PARN-MDRNd-NTS Gbx2 Gly-Gaba_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_5047
